,user,location
1575,MIJE427oybyHHq7,
1576,KSolarmy,-- Lᴏᴠᴇ Yᴏᴜʀsᴇʟғ Bᴇᴀᴄʜ --
1577,taesbestie,vminhye +arichuu+ beystalli
1578,jiminmoster,"Guarenas, Venezuela"
1579,TAEPPYU_1230,갠타잡봇🙅🏻‍♀️ 96 we gon’ change
1580,dalntae,
1581,Alii_BTS,"Comunidad de Madrid, España"
1582,may_is_cool,
1583,BTS_CP,
1584,btslove_0000,
1585,bts_pk_,
1586,foolsangels,she/her
1587,namjamzv,
1588,TaeGirlBr,"Espírito Santo, Brasil"
1589,Leggiadro_0613,
1590,Itzi160,
1591,SGrare_BTS7,
1592,ja8R7MRerbxlgwQ,
1593,lwqire,🇸🇦
1594,Park_neZlata,Зависаю туть ⬇️ 
1595,tetestarry,♯taegguk
1596,MAYOGI_twt,
1597,Ttaexjin,Argentina
1598,_moonJoonie_94,ʙᴛꜱ 🔭 ᴜɴɪᴠᴇʀꜱᴇ
1599,Strawbwi7,Daegu
1600,fofamo7md,Kenya
1601,bts2013k,
1602,Melanie23337110,Toluca De Lerdo
1603,shopermintjinky,
1604,alexdarkfang,
1605,wd_877,
1606,BtSprincesPup,Peru
1607,crystalsnow25,
1608,mytaeBias,Lejos de Bangtan:c Ot7❤️
1609,ShifraPinkhas,
1610,Mingriji,𝙾𝚃𝟽
1611,cat25561762,
1612,vicky_F19,"Rio de Janeiro, Brasil"
1613,antonia_rozas,
1614,Kalon_bts,
1615,VIEPOURPRE,kookoo'pingu
1616,seokjins_train,666
1617,BTSonyasty,
1618,Careen___n,
1619,madirubiuhh,México
1620,SaraDh50567297,Mauritania
1621,evanescsent,pack: https://tearbtss.tumblr.com/
1622,cypheratiny,
1623,love_ssol_self,
1624,JIMINILOVE952,BTCHIVAS ZUCULENTAS SQUAD
1625,bangtanVestOfMe,Republic of the Philippines
1626,kitty_of_BTS,nem sei onde to
1627,dearmochii,Philippines
1628,_yk4ria,
1629,NinaChoiJung,On Yunho's back
1630,Sick_Jackers,
1631,kyuukika,ali n raine
1632,kissymoonchild,
1633,aesthesky,neverland
1634,bffc8006632e457,
1635,vxnte95,bangtan ✰ valentin ✰ mateo
1636,angykookie_,"Cantù, Lombardia"
1637,GrRRrRRrrRR2006,
1638,gohospitalplz,Magic Shop ♡
1639,ynacai,Qc
1640,_googiekookie,مملكة البحرين
1641,Mariah76337235,"Oklahoma, USA"
1642,agustina7ON,Bangtan
1643,estellajj2,
1644,ArianaBangtan_,I DON'T KNOW
1645,HonneyMinPark,En tu corazón.
1646,naeunka,
1647,armyforever1107,
1648,SweeMost7,MAP THE OF SOUL 7
1649,bts_pk_,
1650,NyxKltz,🇲🇽 — 𝙾𝚃𝟽 𝙰𝚁𝙼𝚈 || 정호석♡
1651,evanescsent,pack: https://tearbtss.tumblr.com/
1652,_serenjimity,ᴊᴇssɪ↣ᴛʜᴇ ʀᴏsᴇ↣ɪᴛᴢʏ
1653,ourjkkjm,na sua casa se deus quiser 
1654,EvelynM1611,"Buenos Aires, Argentina"
1655,jeonjoonies,
1656,zhuyanfavs,na porra
1657,purple_u_GYONGI,
1658,moontobts,Magic Shop
1659,Kookbinsang,Bs As Argentina
1660,jungklebook,asher                he/they
1661,Poori98240127,
1662,Musiclo22870263,"Western Australia, Australia"
1663,_SugaMEX_,
1664,Strawbwi7,Daegu
1665,Kookie29Jeon,Indonesia
1666,karen_correa1D,Colombia
1667,bangtanvmoon,Peru-Nvo Chimbote
1668,ja8R7MRerbxlgwQ,
1669,Jimin_Seba,
1670,Sansanjee1,Bangladesh
1671,kokura830,
1672,SeokjinftAriana,"Buenos Aires, Argentina"
1673,93fuzzy93,United States
1674,merakilas,
1675,Camila30793095,Bolivia
1676,taesdazai,160112 ♡ 
1677,Maria_TAELand,Here ت
1678,yourthamg,semi-hiatus
1679,seouljjm,soulmate
1680,YasGurl_BTS,Germany 
1681,vv_oinn,
1682,btsksksks__,Abu Dhabi
1683,jiminshairdye_,
1684,googietime,she 18
1685,choi_vly,"Barcelona, España"
1686,idabeibeh10,"Yogyakarta, Indonesia"
1687,anyflower0t7,"Ceará, Brasil🌈"
1688,innerchlds,she/her
1689,RenascereBTS,"Metropolitana de Santiago, Chi"
1690,bts_ilovely95,???
1691,bffc8006632e457,
1692,FatimaAbbasi123,"Islamabad, Pakistan"
1693,wings7749,
1694,taesoulmin,hyyh
1695,kathyflora,"Los Angeles, CA"
1696,AnaARMYBTS8,
1697,Taebumjhyun,Soul Society
1698,taecolorstiny,ИзvзяԼaրժ
1699,GrRRrRRrrRR2006,
1700,evasbts,"Seoul, Republic of Korea"
1701,Black_heart5678,
1702,QueenFuuDas,Death Star
1703,taekookbiebers,
1704,AriantariDewi,"Bali, Indonesia"
1705,tinienamjoon,bts+dean!
1706,13434T0,171202| 181013| 190601| 190607
1707,TaeXsoobiN1,
1708,IamMaaar16,
1709,seraviru,"Numazu-shi, Shizuoka"
1710,LxiKy41, USA 🇺🇸
1711,myspringday9393,
1712,Karoljk10,
1713,BTSARMY_AV,
1714,uvnjum9,嵐のいる場所 💙❤️💚💛💜
1715,Melanie23337110,Toluca De Lerdo
1716,UGHYNKOO,yoonkook♡ 
1717,MlNGILUV,ê𝗍𝗋𝖾. 𝖿𝖺𝗂𝗋𝖾 暑い 🔭
1718,ym48314,西の端っこ
1719,BTS_VAV_ATEEZ,"bts, vav, atz, svt, txt, ect."
1720,yeosan9s,infp-t
1721,bulletproof_jn,Bangtan TXT Ateez EXO 🇦🇷
1722,taesbestie,vminhye +arichuu+ beystalli
1723,mxxxpk,
1724,Woosngx,"Milan, Italy"
1725,scenery_uwu,Peru
1726,BangtanARMommY,PURPLE Universe
1727,doll_mitchy,
1728,SaraDh50567297,Mauritania
1729,camila29565962,
1730,HoneymoonChains,"Utah, USA"
1731,dearmochii,Philippines
1732,JuNgK00kCute,
1733,VaneRey70524872,
1734,naoamimomo10161,日本 高知
1735,sariasamme,Bangladesh
1736,perisa1326,
1737,yswtete,ᴡɪɴɢs || ᴛᴀᴇɢɪ
1738,VANTESGlRL,
1739,bangtanbaegjo,
1740,Ggukkst,Hope world 
1741,JJK1997sep1,fan account
1742,MilagrosSagua,
1743,itboyskv,bts (국뷔) 
1744,peetiie,Con BTS  :'v
1745,babyscoiattolo,𝖍𝖊𝖑𝖑
1746,Antonin38462523,"Copenhagen, Danmark"
1747,VokshiMirjeta,Albania
1748,Agustina_River_,Republic of Korea
1749,shopermintjinky,
1750,Camila30793095,Bolivia
1751,_MissYoongi,
1752,bffc8006632e457,
1753,TalvezNanoHope,
1754,JiminieIsMyGod,"Murcia, España"
1755,BTSbeingLegends,Germany
1756,bangtanVestOfMe,Republic of the Philippines
1757,vernonsbone,lesbians and bis get in free
1758,ARMY11BTS_,
1759,purple_u_GYONGI,
1760,93fuzzy93,United States
1761,gguksseulgi,
1762,bts_ilovely95,???
1763,Nany89mon,Argentina
1764,Ttaexjin,Argentina
1765,innerchildjinie,
1766,taeggungi,
1767,hobixxsun,"Bogotá, D.C., Colombia"
1768,Army67061313,
1769,Alexand67411189,"Bronx, NY"
1770,Afrodisiak4,
1771,biancabello53,"Chicago, IL"
1772,BTS_sunflower_,Paraguay
1773,cyndeilou,neverland uae
1774,SweeMost7,MAP THE OF SOUL 7
1775,poxaasi,𝑌𝑜𝑢'𝑟𝑒 𝑚𝑦 𝘩𝑜𝑚𝑒🌤️
1776,Fernand29941028,México
1777,Seesaw_sugaD,A.R.M.Y ot7 
1778,Nelivh,#오 ☾☼ 꽁냥꽁냥 서직샵_VOPE 95linerIs♥
1779,bts_ktjj,방탄유두요
1780,kayobom_j,相葉県
1781,intaerovert,
1782,gyeranjjim_,장래희망 계란찜
1783,_MochiBunny97,At yo moms house 
1784,Malaefe,she/her
1785,Fannymoongirl,
1786,thzyvante,"we are not seven, with you "
1787,jmnsfiIter,blm
1788,JeanCenita,
1789,EvelynM1611,"Buenos Aires, Argentina"
1790,BTSonyasty,
1791,UGHCHINGU,i am not affiliated w any idol
1792,Paullet56812797,
1793,joelaguacatee,CNCO
1794,seokchrysant,Indonesia
1795,answer_vjin,죽어도너야가 유닛곡임😉뷔진한테 진심
1796,Taegialw,"Medellín, Colombia"
1797,hobarist,they/she┊⚢
1798,suga_will_hype,
1799,SusanaMinMeow93,
1800,Army9745206541,
1801,_Crowley_783_,Тардис
1802,BurgundyCam,Multi all the way
1803,Lucia73555185,{LOS BRAZOS DE PARK JIMIN}
1804,erika_atanacio,
1805,jhopezsky,"Bahia, Brasil"
1806,t_a__o_t,
1807,Jhopeismylife12,
1808,ARMY11BTS_,
1809,enlessel,⁷
1810,Lorcel26,France
1811,Ahgabebee,
1812,taegikook_uwu,llorando por 7 coreanos
1813,Lauriidd07,"Sevilla, España"
1814,mooknamfon,김태형
1815,idabeibeh10,"Yogyakarta, Indonesia"
1816,DearMyOT7,France
1817,Aori23K,
1818,Mayar0613,"Giza, Egypt"
1819,RoxyArmyB7,Venezuela
1820,sadyoongiluvr,
1821,innerchildjinie,
1822,kittenyeonjunie,
1823,sugaysubelleza2,en mi cama ywy
1824,jjsxxa,kookmin
1825,jkjmhappily,Kookmin.
1826,SaraBangtan5,
1827,SweeMost7,MAP THE OF SOUL 7
1828,geniuslabwin,"#winwin: no thoughts,,, pussy"
1829,somevietmatsu,University Hell
1830,Annlicious2,"Macarthur, Eastern Visayas"
1831,kimseokjinsgf,seokjin’s mind
1832,EvelynM1611,"Buenos Aires, Argentina"
1833,dionysusmap,
1834,TinaGh19,جمهوری اسلامی ایران
1835,iniels49,
1836,Larsinhe,No quinto dos infernos 💜
1837,GeniusMin04,Paraguay
1838,BTS_onlykings19,𝓒𝓱𝓪 𝓔𝓾𝓷 𝓦𝓸𝓸.♡
1839,BTS_Social50,Ativem as notificações💜⚡
1840,Nadnamv00,Perú
1841,notjkswife,Portugal 🇵🇹
1842,perisa1326,
1843,Jasmim65276575,
1844,purplebunny95,
1845,ddaengbarbie,+502
1846,peetiie,Con BTS  :'v
1847,vimin72,
1848,nuigreentea,bighit
1849,xuxijelu,
1850,buterastaetae,OT7♡
1851,KarlaCguerra,San Pedro Garza Garcia
1852,ValeMar65593492,
1853,BTSbeingLegends,Germany
1854,swtseokjin,🇨🇦🇵🇭 • she/her
1855,crystalsnow25,
1856,PattyYagu,"Quito, Ecuador"
1857,WH4LI3N52,🌙𝕞𝕚𝕜𝕣𝕠𝕜𝕠𝕤𝕞𝕠𝕤
1858,BaguanKaze,
1859,Youn38916763,대한민국
1860,wabtheeternal7,Colombia
1861,CsMtere,
1862,taetae_child,Hope world 
1863,beutiful_teen,
1864,cichocipek,he/his
1865,LucyTellez01,Backstage !!!
1866,minv_twt,she/her | 27 | minors dni 🔞❗️
1867,Nicoar13,
1868,btsV17347497,대한민국
1869,AnialdNV,
1870,_born_to_slay,
1871,nette1108,
1872,scenery_uwu,Peru
1873,JustMe85325882,
1874,yaechii,
1875,yourthamg,semi-hiatus
1876,dBPRm7wj9cznv9W,
1877,volky_panda,"Puerto Rico, USA"
1878,OT7HOME,YOUNIVERSE
1879,adjp102,United States
1880,taetaepandaex,Colombia
1881,WhiteSwanArmy,
1882,mooknamfon,김태형
1883,bts_ilovely95,???
1884,_the7eternal,↠191121
1885,seoksfighter,"Toronto, Ontario"
1886,camila9895,
1887,hobixxsun,"Bogotá, D.C., Colombia"
1888,Somniatiny517,
1889,Rahilbtsarmy,
1890,hopemeet5evil,Btspop(🇪🇬)
1891,ars_5n0617,
1892,Alek1deSuga,Perú 🇵🇪
1893,dancelinetae,
1894,Natanielxxx,Kraina Spierdolenia~
1895,adonisgguk,koo ☔️
1896,bts_chicago_il,"Chicago, IL"
1897,amaraNOjams,
1898,saraihoseok,
1899,bucintaesso,Indonesia
1900,taeyhyunqv,
1901,taemintiez,💎𝘚𝘏𝘐𝘕𝘐𝘕𝘎 𝘍𝘐𝘝𝘌💎
1902,HoseokFanbasept,Hope World
1903,hongqueenn,🏡𝙖𝙧𝙢𝙮𝙩𝙞𝙣𝙮🏡
1904,Fruityy_Taee,
1905,rapmangloss,민윤기 ˚✧₊⁎❝᷀ົཽ≀ˍ̮ ❝᷀ົཽ⁎⁺˳✧༚ 김태형
1906,maiahihi_com,"Hà Nội, Việt Nam"
1907,felizmentearm12,
1908,JesuDesu,"長野県, 日本♡"
1909,kth_borahae,mi casa
1910,pan_zl,
1911,Fookin_Losaaah,Princess Park 
1912,GilrSunflower,
1913,recklessdragons,pv: @UGH__mp3
1914,iiiao_____39,櫻井の翔氏
1915,alinepersona_,
1916,jpswb_,"ᴋᴏᴏᴋᴍɪɴ ɪꜱ ᴛʜᴇ ᴡʜᴏʟᴇ ᴡᴏʀʟᴅ.
"
1917,bangtinybabies,🇪🇦 she/her :) 
1918,lovexbangtan_,-ˏˋ𝘔é𝘹𝘪𝘤𝘰ˎˊ-
1919,AllisonJeonJk,"Los Angeles, CA"
1920,Whalien52_WINGS,Guatemala
1921,Jessie_M7,Magic Shop
1922,IonyJk,
1923,AmeSdeConton,ตึกเช่าสแตน
1924,KarlaCguerra,San Pedro Garza Garcia
1925,bts_pk_,
1926,Annlicious2,"Macarthur, Eastern Visayas"
1927,WYiboW,"Gwangjin-gu, Republic of Korea"
1928,uriboogyu,caratiny ♡
1929,jeonpjmnana,
1930,MINSUGAS_BAE,
1931,3hod_t,
1932,annika_amz,
1933,mamanara912bts,MiE 
1934,NikitaNikiwelwe,tangerang
1935,evabtsarmy01,"Córdoba, Andalucía, España"
1936,13_army06,🇲🇽 Cd. Juárez|El Paso Tx
1937,joonietrans,India 🇮🇳
1938,SaraDh50567297,Mauritania
1939,t3ngohambre,Seoul
1940,Sunjhss,"Florida, USA"
1941,YUKKI_green,
1942,hayamamiyama,心は16歳
1943,AnaARMYBTS8,
1944,khenieshii,Hello I’m Khen! ( OJO )
1945,NWMUqzTiO8XIIrO,
1946,jeonggukcore,
1947,artguki,𝟵𝟱김 🌿 𝟵𝟱박 🍣 𝟵𝟳전 𝐚𝐫𝐭
1948,dainznalazy,대한민국 서울
1949,_bangmyprint_,
1950,mooknamfon,김태형
1951,Nihatoppa,
1952,Alek1deSuga,Perú 🇵🇪
1953,Nelivh,#오 ☾☼ 꽁냥꽁냥 서직샵_VOPE 95linerIs♥
1954,Annaa5789,
1955,analucia_3011,
1956,army_v14,
1957,rubiusunbroken,Wonderland bitches ☁
1958,92jinlovrs,BTChivas Zuculentas Squad
1959,sopebomb,hope world
1960,annierpichardo,
1961,jthetired,
1962,mots7isallineed,
1963,lovinisfineline,"London, England"
1964,BwiMeldz,
1965,madirubiuhh,México
1966,ZzmksA,
1967,hakunamatata07_,Türkiye
1968,bts_ilovely95,???
1969,Didi_9593,•Zero O'clock•
1970,b7xckswan,🌟
1971,Sick_Jackers,
1972,gabycata15,"San Miguel, Argentina"
1973,WeHaveUBangtan,"Lima, Peru"
1974,Kimbora180605,ARMY House 
1975,SaraBangtan5,
1976,felizmentearm12,
1977,sweetnaties,Only Army
1978,saraihoseok,
1979,hopeworldfabi,"Fort Myers, FL"
1980,yowhadupitsme,wherever tf is BTS rn 
1981,taesbestie,vminhye +arichuu+ beystalli
1982,NamJilliN,
1983,jthetired,
1984,silveryoon_,15 • she/her
1985,peetiie,Con BTS  :'v
1986,spasaal,
1987,armyforeverBR5,"Castelo, Brasil"
1988,Kookie4Life_,Northen Ireland
1989,EriGO0613,México
1990,Alii_BTS,"Comunidad de Madrid, España"
1991,Cacau9597,
1992,poxaasi,𝑌𝑜𝑢'𝑟𝑒 𝑚𝑦 𝘩𝑜𝑚𝑒🌤️
1993,JeanettaCSheehy,"Tennessee, USA"
1994,min_rania93,Hlel Entertaiment💜💜
1995,BTSisARTistry,
1996,simplypjm_,Section P22 ROW S SEAT 11-12
1997,Kras1627,"Panamá,Chiriqui"
1998,tellme_bts,"Washington, USA"
1999,yumjinbts88451,
2000,julietita_bts,México
2001,kook_thzi17,"Tepeji del Río de Ocampo, Hida"
2002,7bulletproof_13,
2003,sweetnjin,fé
2004,Leyt25,England
2005,BTS_tete_ILY,看護師/養護教諭
2006,MinYinD,
2007,ZzmksA,
2008,leetaeminyoongi,"London, England"
2009,Kookie29Jeon,Indonesia
2010,Strawbwi7,Daegu
2011,Ninkac1,"Guayas, Ecuador"
2012,JungHoseok_013,
2013,somevietmatsu,University Hell
2014,lilmiaoumiaou,"Los Angeles, CA"
2015,Lauriidd07,"Sevilla, España"
2016,BTS_sunflower_,Paraguay
2017,AnaARMYBTS8,
2018,gxkky_,🐥+🐰
2019,secretchoki,"Edinburgh, Scotland"
2020,CamiiMelgarejo7,
2021,BTSARMY_AV,
2022,evabtsarmy01,"Córdoba, Andalucía, España"
2023,2MZMAN9McTNJtHj,
2024,SaraDh50567297,Mauritania
2025,AvRcMsY,부에노스 아이레스
2026,d3eihoney,
2027,SadPsoa,
2028,bangtanballum,Northern Ireland
2029,Smailebasma,
2030,Adris24505898,
2031,_serenjimity,ᴊᴇssɪ↣ᴛʜᴇ ʀᴏsᴇ↣ɪᴛᴢʏ
2032,skadb012,대한민국 부산
2033,BTS_FlLTER,yes im a hag
2034,seokbbjin,"Valinhos ,Brasil "
2035,JENNlEJIMIN,
2036,aisha86773155,
2037,chopangesthii,Indonesia
2038,KlSSUNG,hehim au pinned
2039,Soraevirjaode18,MAGIC SHOP
2040,MAYOGI_twt,
2041,Alii_BTS,"Comunidad de Madrid, España"
2042,diditsunflower,"London, England"
2043,hobi6__6,HOBIUARY
2044,day60318,
2045,reputaeh,
2046,phantombyul,🇵🇪 • bts • mmm • y&y
2047,moonchild0613__,Namkanda
2048,daeguj,bts  ♡ cris ♡ 25.05.19 ♡ 민홀리 
2049,8a30rashimimi,大阪 
2050,ocarinaoftae,soulmate Nini ♡ 
2051,MadchenYion,"Nevers, France"
2052,NamusGemini,"Republic of Namjoon, ✡︎💓"
2053,yoonlesbian,♡ jjongie sulli goo hara ♡
2054,Kooki_amor,Islamic Republic of Iran
2055,aosato2626,
2056,purplebunny95,
2057,MnosIa,
2058,Nadnamv00,Perú
2059,minsugaabb4,Colombia
2060,luiza_fdl,"São Paulo, Brasil"
2061,minsuga72,
2062,alejandrarivasx,
2063,armybts238,
2064,JungGgukiee,✫ | . ˚ ✦ ·
2065,Camila30793095,Bolivia
2066,AllisonJeonJk,"Los Angeles, CA"
2067,aneta_gg,
2068,LuvJennieMyArea,France
2069,93fuzzy93,United States
2070,googieloveshobi,Hope World
2071,Anailen9,Colombia
2072,jhooope_ho,
2073,ggukseternal,england🇬🇧 she/her🪐
2074,BangtanKao,
2075,Alek1deSuga,Perú 🇵🇪
2076,Fookin_Losaaah,Princess Park 
2077,MIN_SUGAMONA,"Mersin, Türkiye"
2078,thanthida_gd,
2079,naeunka,
2080,outrobey,진 
2081,lwtturner,♡
2082,btsjonsol,
2083,hina_zakura0424,関東
2084,zwanzish,Italia
2085,iniels49,
2086,seventaehgogh,caratland
2087,blckswnbts,{he/she/they}
2088,rrockjinn,exo planet 
2089,LovelyVrmyj,India
2090,13_army06,🇲🇽 Cd. Juárez|El Paso Tx
2091,totally_bts,🏠̣ٜ࣪᠂ 𝑚𝑖𝑛𝑎
2092,BTS7Bagtan,Brasil
2093,ForeverRainxd,
2094,EveMoonBTS,
2095,Daisyjoaquin7,"Jalisco, México"
2096,Kimbora180605,ARMY House 
2097,Valenar40553064,"Buenos Aires, Argentina"
2098,d3eihoney,
2099,jhooope_ho,
2100,bye0524,
2101,vimin72,
2102,yswtete,ᴡɪɴɢs || ᴛᴀᴇɢɪ
2103,Amor_vitae_,
2104,michis_kim,BTS 私の心の中で
2105,Nany89mon,Argentina
2106,Jknrskaratan,関東
2107,93fuzzy93,United States
2108,Yeonbinxt,
2109,taegiareyouhere,Taegiland ✨
2110,evabtsarmy01,"Córdoba, Andalucía, España"
2111,bts_10041,
2112,DelicateNike,Nigeria
2113,MomBunsareCool,Rural in Southern Ohio
2114,VANTESDlOR,
2115,Daniela45676039,"Playas de Rosarito, Baja Calif"
2116,Abyr52610785,
2117,Kras1627,"Panamá,Chiriqui"
2118,janin98x148251,
2119,BTS61120,
2120,SabrinaInturia,
2121,AnaARMYBTS8,
2122,heidibeddoes,United Kingdom
2123,proudkingtaetae,"São Paulo, Brasil"
2124,yoonkookmp4,🇦🇺🇬🇧
2125,WeHaveUBangtan,"Lima, Peru"
2126,SeokjinftAriana,"Buenos Aires, Argentina"
2127,JungkookieBTS20,"Chester, VA"
2128,Taeofbtss,México
2129,JMS0UL,belle & taekook
2130,GaARMY7,"Cabreúva, Brasil"
2131,antonia_rozas,
2132,jhobicv,neocity 
2133,VokshiMirjeta,Albania
2134,Kjsoftboy,"Fernandópolis, Brasil"
2135,shifaLuvsbtspop,"Lahore, Pakistan"
2136,BangtanHft_,"Barcelona, España"
2137,sasa_sb_,
2138,artguki,𝟵𝟱김 🌿 𝟵𝟱박 🍣 𝟵𝟳전 𝐚𝐫𝐭
2139,MoochiOt7,
2140,vanteasier,map of soul: 7
2141,JKangsoojin,En el corazón de mi crush ahre
2142,xxpale_moonxx,
2143,VMlNST4R,🏡
2144,Nelivh,#오 ☾☼ 꽁냥꽁냥 서직샵_VOPE 95linerIs♥
2145,Lauriidd07,"Sevilla, España"
2146,bts_ilovely95,???
2147,Chiminipity_,
2148,sleepijjk,Euphoria Of Dreams
2149,minecraftpjm,
2150,namkooklovemaze,
2151,taesbestie,vminhye +arichuu+ beystalli
2152,dadako_bts,僕だけ知ってた遊び場
2153,ARedmi7,
2154,deviIbangtan,namkanda☆ot7
2155,juuungcooky,"Texas, USA"
2156,gabby_lemon,
2157,bts_love_agust_,융기
2158,f4iryoonjin,she/her ; kay 🍓
2159,mapofthesoal,
2160,Ihaven0ideabr0,norway
2161,mikroskosmel,bts paved the way
2162,j30n93,
2163,Mewgulf38998792,
2164,Joonlattae,Republic of 𝑁𝑎𝑚𝑗𝑜𝑜𝑛.♡⃛
2165,Moonchild_0310,ot7 // namjoon //
2166,BTS_BlackSwan7,🇩🇪
2167,Sick_Jackers,
2168,Agostin80872460,
2169,cuttymilk,대한민국
2170,jhooope_ho,
2171,RahmanRabea,Republic of BTS
2172,dearmochii,Philippines
2173,yokoyansdiego,Chile
2174,serendipity7BTS,"Sugaland, 방탄소년단"
2175,MineMDL,"San Cristóbal de las Casas, Ch"
2176,ublolni,
2177,bwngtanluv,jjk+pjm
2178,SaraBangtan5,
2179,yoongisputiz,
2180,smollgoogie,sighing for bts. (๓'͈ ˘ '͈๓)
2181,BlasIvi,"Lima, Peru"
2182,JungkookieBTS20,"Chester, VA"
2183,ZzmksA,
2184,7BTSpop,Purpleblood
2185,Moonlight_Geri,PERÚ
2186,SaraDh50567297,Mauritania
2187,Raewolf03,
2188,hotnamj,
2189,AYoonJin94,
2190,Divvvvv30,
2191,taesbestie,vminhye +arichuu+ beystalli
2192,Bunniexyh,Changki parallel universe
2193,TAEHYUNGSNIGHT,"she/her , 🇫🇷 , 21 "
2194,chlorinesuga,r m h k² s a c² n | multi
2195,2SE0KIES,"California, USA"
2196,sandz_24,"National Capital Region, Repub"
2197,eternallymonii,
2198,bts_slutt,
2199,AnaARMYBTS8,
2200,Taeofbtss,México
2201,debluv2621,No coração do BTS 
2202,apriljunemarch,불면증🖤 [BTS in BCN]
2203,niyume02,♡'only army
2204,KSolarmy,-- Lᴏᴠᴇ Yᴏᴜʀsᴇʟғ Bᴇᴀᴄʜ --
2205,April17Lylic,"Illinois, USA"
2206,Bru_ni03,Magic shop
2207,mooknamfon,김태형
2208,jeosamikook,"Lima, Perú 🇵🇪"
2209,Kookie29Jeon,Indonesia
2210,moonlighthoseok,
2211,SaraBangtan5,
2212,y_bts_a,
2213,Junvll_,
2214,junsora,潤くんと同じ空の下
2215,antonia_rozas,
2216,MyUniverseIsPJM,in the stars of your sky
2217,call_BTS_okay,
2218,BangtanHft_,"Barcelona, España"
2219,taesbestie,vminhye +arichuu+ beystalli
2220,9WdXWTW2CpcjwTK,
2221,jmlovesyg,@js_with_luv 🖇️
2222,MaiaIsAnArmy,"Porto, Portugal"
2223,Moonchild_0310,ot7 // namjoon //
2224,doublekntt,InnerChild
2225,sailorpjmini,Rio de Janeiro. RJ
2226,SaraBangtan5,
2227,yoongis_fish,
2228,oXfAe0AfwJNkyXA,
2229,ohmymymying,
2230,rantmyg,
2231,_MagicShop7,"Buenos Aires, Argentina"
2232,crystalsnow25,
2233,ChoiCookie_02,lost
2234,sweetiesluv,"Buenos Aires, Argentina"
2235,hobixfluffy,
2236,EveMoonBTS,
2237,j30n93,
2238,akie24kun,日本 神奈川県横浜市
2239,LovelyVrmyj,India
2240,Choa60690412,
2241,Ananthy12472157,
2242,BTS7Bagtan,Brasil
2243,taesgalxy,paola ♡ 2seoktae ♡ jinkook
2244,bts_ilovely95,???
2245,JMS0UL,belle & taekook
2246,Kookie29Jeon,Indonesia
2247,starchild93_,Na lua 
2248,artistmarry,dancer world 
2249,armybts238,
2250,xDiclorobenzene,Italia
2251,ZzmksA,
2252,googieguu,"Chemnitz, Germany"
2253,honeybabiiie,☆ 𝗁☻𝗉𝖾 𝗐☻𝗋𝗅𝖽!!✨🍰🌈ˎˊ˗q
2254,yoonKINGTAN19,Tear
2255,honeybabiiie,☆ 𝗁☻𝗉𝖾 𝗐☻𝗋𝗅𝖽!!✨🍰🌈ˎˊ˗q
2256,TaeKookxSupport,ʙᴏʀᴀʜᴀᴇ
2257,LinAileee,Brasil 
2258,LovelyVrmyj,India
2259,BangtanHft_,"Barcelona, España"
2260,SaraBangtan5,
2261,CocoTea23,Canada
2262,ilovemy7angels_,♡ JM JH V JK RM SG JN ♡
2263,blanca_lorenzo1,"San Diego, CA"
2264,redrum379,134340
2265,army_v14,
2266,VIEPOURPRE,kookoo'pingu
2267,cozysuh,1Ɗ ∞ ƁƬS ∞ ƝƇƬ
2268,aubery189,
2269,eternalxjk,I just want to die 
2270,tanstaes,
2271,IdelizVilla1999,
2272,chicagoalice72,United States
2273,antonia_rozas,
2274,jeon1997min,
2275,OT7HOME,YOUNIVERSE
2276,Moonlight_Geri,PERÚ
2277,cutegoldenjeon,
2278,baepsve,
2279,lovely_jmssi,serendipity💛
2280,illia5illi,🔰💙さん強化月間
2281,cookiesforsuga,
2282,First__Wonder,"El Paso, TX"
2283,Tetsu_Jjiksu,єиgℓαи∂
2284,ZzmksA,
2285,MinAgust_De,Halo 
2286,ayoongistan7,
2287,JungkookieBTS20,"Chester, VA"
2288,benit_yadira,
2289,Jkookmin_21,
2290,atzcutie,★she/her★
2291,SweeMost7,MAP THE OF SOUL 7
2292,lolahoseok,
2293,bighitfkedmeup7,In my bed 
2294,y_bts_a,
2295,expiphvny,sy tour in paris
2296,505suga,she/her
2297,Louder_Then_BTS,"New Delhi, India"
2298,vmfuII,
2299,khenieshii,Hello I’m Khen! ( OJO )
2300,JMS0UL,belle & taekook
2301,lovesvantegguk,7-1=0
2302,Itzi160,
2303,bokutoluvbot,she/her | bi
2304,ssugasinterlude,
2305,hobiesfilter,𝕤𝕙𝕖/𝕙𝕖𝕣
2306,Jv_RMs1619,
2307,YKydin,
2308,RMANTICBOY,
2309,machiHAmachiko,家
2310,Vbk_btsarmy,"Kalimantan Tengah, Indonesia"
2311,maria_carrillo8,
2312,HopeMintchoco,
2313,daraatae,taekook's hearts
2314,dchim_02,
2315,Thjjkbear,
2316,savansrams456,
2317,GabyMin2393,
2318,MaraBel22230698,
2319,WhippedForBunny,"Phoenix, AZ, USA"
2320,lovelyJJ_BTS,우정앞울행알
2321,VANTESDlOR,
2322,cyndeilou,neverland uae
2323,tarabuble,Map of The Soul 7
2324,mygsmuse,
2325,NWMUqzTiO8XIIrO,
2326,Jinpiolo,☆
2327,JeanCenita,
